Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklWon,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Dribbler_Tkl,Tkl_Att,Tkl%,Dribbled_past,Total_blocks,Shots_Blocked,Passes_Blocked,Int,Tkl+Int,Clr,Err,Gls,Total_shots,SoT,SoT%,shots/90,SoT/90,G/Sh,G/SoT,avg_shot_distance,freekick_shots,PK_scored,PKatt,xG,npxG,npxG/Sh,G-xG,npG-npxG,SCA,SCA90,live_pass_to_shot,dead_pass_to_shot,Drib_to_shot,Shot_to_shot,Foul_drawn_to_shot,Def_action_to_shot,GCA,GCA90,live_pass_to_goal,dead_pass_to_goal,Drib_to_goal,Shot_to_goal,Foul_drawn_to_goal,Def_action_to_goal,passes_cmp,passes_att,passes_cmp%,Pass_total_dist,Prg_pass_dist,pass_5_15_cmp,pass_5_15_att,pass_5_15_cmp%,pass_15_30_cmp,pass_15_30_att,pass_15_30_cmp%,pass_30_cmp,pass_30_att,pass_30_cmp%,Ast,xAG,xA,A-xAG,direct_pass_to_shot,pass_into_att_3rd,pass_cmp_into_18_yards,cross_cmp_into_18_yards,prg_pass_opponent_area,MP,Starts,Min,G-PK,CrdY,CrdR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,npxG+xAG,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG.1,Live_ball_passes,Dead_ball_passes,FK_pass,pass_betn_defender,pass_40_yards,Crs,Thrown_Ins,CK,Inswinging_CK,Outswinging_CK,Straight_CK,offiside_passes,pass_blocked_by_opponent,Touches,Touches_def_penalty_area,Touches_def_3rd,Touches_mid_3rd,Touches_att_3rd,Touches_att_penalty_area,Touches_live_ball,Dribble_succ,Dribble_att,Dribble_succ%,failed_ball_control,lost_ball_after_tackle,received_pass_successfully,prog_pass_received,2CrdY,Foul_commited,Foul_drawn,Offsides,Tackles_to_win_possession,PKwon,PKcon,OG,recovered_balls,Aerial_duel_won,Aerial_duel_lost,Aerial_duel_won%
Florent Ogier,fr FRA,DF,Clermont Foot,fr Ligue 1,32,1989,27.0,31.0,17,18.0,12.0,1.0,17.0,31.0,54.8,14.0,41.0,27.0,14.0,37,68.0,89.0,0.0,1,7,3,42.9,0.26,0.11,0.14,0.33,11.6,0.0,0,0,0.4,0.4,0.06,0.6,0.6,9.0,0.33,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,1263.0,1515.0,83.4,24026.0,11071.0,487.0,543.0,89.7,588.0,673.0,87.4,166.0,264.0,62.9,0,0.2,0.4,-0.2,2.0,72.0,2.0,0.0,61.0,30,29,2429,1,6,0,0.04,0.0,0.04,0.04,0.04,0.7,0.02,0.01,0.02,0.02,0.02,1473.0,37.0,35.0,2.0,5.0,2,2.0,0.0,0.0,0.0,0.0,5.0,5.0,1756.0,205.0,1052.0,679.0,36.0,17.0,1756.0,3.0,4.0,75.0,9.0,0.0,1169.0,2.0,0,18,13,0,17,0.0,1.0,0,134.0,67.0,51.0,56.8
Stefano Okaka,it ITA,FW,Udinese,it Serie A,31,1989,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0,0.0,1.0,0.0,0,1,0,0.0,4.09,0.0,0.0,,15.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,2.0,8.57,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,49.0,12.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,1,0.1,0.0,0.9,1.0,0.0,0.0,0.0,0.0,2,0,22,0,1,0,0.0,4.09,4.09,0.0,4.09,0.1,0.26,0.25,0.51,0.26,0.51,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,5.0,4.0,2.0,9.0,0.0,0.0,,0.0,0.0,5.0,2.0,0,1,0,1,0,0.0,0.0,0,1.0,0.0,1.0,0.0
David Okereke,ng NGA,"FW,MF",Venezia,it Serie A,23,1997,22.8,16.0,10,4.0,9.0,3.0,3.0,20.0,15.0,17.0,19.0,3.0,16.0,10,26.0,20.0,0.0,7,40,19,47.5,1.75,0.83,0.18,0.37,15.6,0.0,0,0,5.2,5.2,0.13,1.8,1.8,43.0,1.88,29.0,0.0,6.0,2.0,4.0,2.0,7.0,0.31,4.0,0.0,1.0,0.0,2.0,0.0,319.0,463.0,68.9,4844.0,1016.0,180.0,231.0,77.9,96.0,136.0,70.6,27.0,43.0,62.8,0,1.5,1.4,-1.5,13.0,17.0,18.0,4.0,24.0,32,24,2053,7,5,1,0.31,0.0,0.31,0.31,0.31,6.7,0.23,0.07,0.29,0.23,0.29,449.0,9.0,0.0,1.0,2.0,27,4.0,0.0,0.0,0.0,0.0,5.0,13.0,689.0,27.0,85.0,277.0,342.0,81.0,689.0,26.0,50.0,52.0,53.0,29.0,488.0,115.0,0,30,32,9,10,1.0,0.0,0,73.0,33.0,59.0,35.9
Masaya Okugawa,jp JPN,"MF,FW",Arminia,de Bundesliga,25,1996,28.1,46.0,25,18.0,22.0,6.0,12.0,37.0,32.4,25.0,29.0,1.0,28.0,20,66.0,13.0,0.0,8,32,15,46.9,1.14,0.53,0.25,0.53,16.5,0.0,0,0,4.3,4.3,0.14,3.7,3.7,43.0,1.53,34.0,0.0,3.0,2.0,3.0,1.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,292.0,483.0,60.5,4047.0,1424.0,166.0,240.0,69.2,86.0,137.0,62.8,15.0,28.0,53.6,1,1.9,0.9,-0.9,27.0,31.0,11.0,1.0,33.0,33,30,2531,8,0,0,0.28,0.04,0.32,0.28,0.32,6.2,0.15,0.07,0.22,0.15,0.22,463.0,15.0,0.0,3.0,1.0,14,4.0,0.0,0.0,0.0,0.0,5.0,32.0,788.0,20.0,138.0,326.0,336.0,71.0,788.0,20.0,52.0,38.5,69.0,26.0,422.0,104.0,0,24,22,12,25,0.0,0.0,0,114.0,22.0,56.0,28.2
Lucas Olaza,uy URU,DF,Elche,es La Liga,27,1994,3.3,5.0,3,3.0,1.0,1.0,1.0,1.0,100.0,0.0,5.0,1.0,4.0,4,9.0,6.0,0.0,1,4,1,25.0,1.22,0.31,0.25,1.0,17.7,0.0,0,0,0.8,0.8,0.26,0.2,0.2,10.0,3.05,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.31,0.0,0.0,0.0,1.0,0.0,0.0,162.0,211.0,76.8,2338.0,909.0,89.0,105.0,84.8,58.0,71.0,81.7,7.0,17.0,41.2,0,0.4,0.4,-0.4,6.0,10.0,4.0,2.0,11.0,5,3,295,1,1,0,0.31,0.0,0.31,0.31,0.31,1.2,0.25,0.11,0.36,0.25,0.36,170.0,40.0,2.0,0.0,1.0,16,34.0,4.0,4.0,0.0,0.0,1.0,5.0,234.0,9.0,60.0,109.0,65.0,2.0,234.0,2.0,2.0,100.0,4.0,3.0,136.0,6.0,0,3,4,0,3,0.0,0.0,0,25.0,1.0,2.0,33.3
Oier Olazabal,es ESP,GK,Espanyol,es La Liga,31,1989,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,43.0,55.8,815.0,698.0,3.0,3.0,100.0,8.0,8.0,100.0,13.0,32.0,40.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,135,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,45.0,48.0,0.0,0.0,0.0,48.0,0.0,0.0,,0.0,0.0,13.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,100.0
Mathias Olesen,lu LUX,"MF,FW",Köln,de Bundesliga,20,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,5.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,71.4,103.0,45.0,7.0,8.0,87.5,2.0,4.0,50.0,0.0,0.0,,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,0.0,3,0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.37,0.37,0.0,0.37,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,6.0,5.0,4.0,0.0,15.0,0.0,0.0,,1.0,0.0,9.0,2.0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,
Michael Olise,fr FRA,"FW,MF",Crystal Palace,eng Premier League,19,2001,12.7,22.0,18,8.0,11.0,3.0,7.0,24.0,29.2,17.0,17.0,0.0,17.0,6,28.0,6.0,0.0,2,19,10,52.6,1.5,0.79,0.11,0.2,17.0,2.0,0,0,2.0,2.0,0.11,0.0,0.0,44.0,3.47,34.0,4.0,2.0,2.0,2.0,0.0,9.0,0.71,8.0,0.0,0.0,1.0,0.0,0.0,476.0,662.0,71.9,7870.0,2233.0,254.0,290.0,87.6,143.0,207.0,69.1,57.0,108.0,52.8,5,4.1,3.6,0.9,24.0,39.0,26.0,9.0,57.0,26,12,1141,2,4,0,0.16,0.39,0.55,0.16,0.55,6.1,0.16,0.32,0.48,0.16,0.48,578.0,78.0,34.0,4.0,9.0,96,13.0,31.0,20.0,5.0,1.0,6.0,17.0,819.0,16.0,101.0,348.0,387.0,40.0,819.0,28.0,62.0,45.2,27.0,21.0,579.0,65.0,0,16,27,1,18,0.0,0.0,0,66.0,7.0,17.0,29.2
Christian Oliva,uy URU,MF,Cagliari,it Serie A,25,1996,0.5,2.0,2,2.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.0,84.8,451.0,114.0,11.0,12.0,91.7,17.0,18.0,94.4,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,0,48,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,2.0,10.0,19.0,5.0,0.0,33.0,0.0,0.0,,0.0,0.0,20.0,0.0,0,0,0,0,2,0.0,0.0,0,6.0,0.0,1.0,0.0
Brian Olivan,es ESP,DF,Mallorca,es La Liga,27,1994,24.3,33.0,20,22.0,9.0,2.0,12.0,23.0,52.2,11.0,17.0,7.0,10.0,28,61.0,63.0,0.0,1,19,7,36.8,0.78,0.29,0.05,0.14,22.1,1.0,0,1,2.0,1.2,0.06,-1.0,-0.2,45.0,1.85,28.0,14.0,1.0,1.0,1.0,0.0,3.0,0.12,1.0,1.0,0.0,0.0,1.0,0.0,654.0,1025.0,63.8,11350.0,5327.0,291.0,339.0,85.8,281.0,405.0,69.4,60.0,206.0,29.1,0,2.7,2.5,-2.7,19.0,43.0,16.0,9.0,48.0,28,24,2189,1,7,0,0.04,0.0,0.04,0.04,0.04,4.0,0.08,0.11,0.2,0.05,0.16,796.0,222.0,23.0,1.0,12.0,73,188.0,9.0,3.0,2.0,0.0,7.0,24.0,1211.0,89.0,442.0,472.0,305.0,30.0,1210.0,7.0,10.0,70.0,16.0,7.0,609.0,41.0,0,31,7,4,20,1.0,1.0,0,113.0,21.0,36.0,36.8
Sergio Oliveira,pt POR,MF,Roma,it Serie A,29,1992,9.9,27.0,14,11.0,14.0,2.0,15.0,30.0,50.0,15.0,13.0,0.0,13.0,10,37.0,7.0,0.0,2,11,5,45.5,1.11,0.5,0.09,0.2,25.2,2.0,1,1,1.4,0.7,0.06,0.6,0.3,31.0,3.13,16.0,7.0,1.0,3.0,3.0,1.0,4.0,0.4,0.0,0.0,1.0,2.0,1.0,0.0,394.0,493.0,79.9,6790.0,2095.0,184.0,210.0,87.6,148.0,175.0,84.6,46.0,79.0,58.2,0,1.8,1.7,-1.8,15.0,33.0,7.0,0.0,29.0,14,13,892,1,5,0,0.2,0.0,0.2,0.1,0.1,2.4,0.14,0.18,0.32,0.07,0.25,442.0,49.0,30.0,3.0,6.0,32,0.0,19.0,7.0,10.0,0.0,2.0,5.0,597.0,14.0,123.0,350.0,133.0,11.0,596.0,8.0,15.0,53.3,9.0,10.0,390.0,11.0,0,12,25,0,14,0.0,0.0,0,64.0,8.0,6.0,57.1
Mathias Olivera,uy URU,DF,Getafe,es La Liga,23,1997,31.1,79.0,47,39.0,34.0,6.0,40.0,69.0,58.0,29.0,45.0,4.0,41.0,55,134.0,67.0,1.0,1,24,7,29.2,0.77,0.22,0.04,0.14,12.0,0.0,0,0,2.3,2.0,0.08,-1.3,-1.0,84.0,2.7,54.0,8.0,3.0,5.0,9.0,5.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0,1017.0,1430.0,71.1,15178.0,6057.0,596.0,707.0,84.3,329.0,488.0,67.4,61.0,133.0,45.9,3,2.7,1.9,0.3,31.0,78.0,22.0,10.0,80.0,32,32,2803,1,10,0,0.03,0.1,0.13,0.03,0.13,4.7,0.08,0.09,0.16,0.06,0.15,1094.0,332.0,21.0,0.0,6.0,63,311.0,0.0,0.0,0.0,0.0,4.0,42.0,1831.0,84.0,471.0,872.0,520.0,63.0,1831.0,27.0,54.0,50.0,62.0,38.0,876.0,43.0,0,55,46,3,47,0.0,0.0,0,195.0,111.0,111.0,50.0
Dani Olmo,es ESP,"MF,FW",RB Leipzig,de Bundesliga,23,1998,8.3,14.0,6,5.0,7.0,2.0,5.0,18.0,27.8,13.0,5.0,1.0,4.0,4,18.0,1.0,0.0,3,22,12,54.5,2.66,1.45,0.14,0.25,19.2,0.0,0,0,2.0,2.0,0.09,1.0,1.0,32.0,3.87,22.0,1.0,3.0,1.0,5.0,0.0,6.0,0.73,5.0,0.0,0.0,0.0,1.0,0.0,273.0,353.0,77.3,3916.0,1298.0,148.0,169.0,87.6,90.0,111.0,81.1,16.0,34.0,47.1,3,2.5,3.4,0.5,12.0,31.0,16.0,2.0,38.0,19,7,743,3,2,0,0.36,0.36,0.73,0.36,0.73,4.6,0.25,0.3,0.55,0.25,0.55,344.0,8.0,2.0,6.0,1.0,9,0.0,3.0,1.0,2.0,0.0,1.0,12.0,475.0,4.0,62.0,234.0,182.0,31.0,475.0,24.0,45.0,53.3,23.0,16.0,354.0,50.0,0,4,22,1,6,0.0,0.0,0,62.0,3.0,10.0,23.1
Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,31,1990,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,47.0,53.2,847.0,651.0,6.0,6.0,100.0,8.0,8.0,100.0,11.0,31.0,35.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.0,45.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,,0.0,0.0,13.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,
Warmed Omari,fr FRA,DF,Rennes,fr Ligue 1,21,2000,31.1,33.0,17,22.0,10.0,1.0,15.0,23.0,65.2,8.0,20.0,13.0,7.0,31,64.0,94.0,5.0,0,5,0,0.0,0.16,0.0,0.0,,11.7,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,18.0,0.58,17.0,0.0,1.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,1833.0,1986.0,92.3,40820.0,13137.0,398.0,446.0,89.2,1112.0,1168.0,95.2,314.0,347.0,90.5,0,0.4,0.3,-0.4,4.0,94.0,3.0,0.0,79.0,34,31,2796,0,6,0,0.0,0.0,0.0,0.0,0.0,0.8,0.01,0.01,0.02,0.01,0.02,1951.0,34.0,30.0,0.0,19.0,2,4.0,0.0,0.0,0.0,0.0,1.0,9.0,2222.0,187.0,939.0,1246.0,49.0,16.0,2222.0,5.0,6.0,83.3,18.0,8.0,1655.0,3.0,0,24,17,0,17,0.0,0.0,0,157.0,46.0,23.0,66.7
Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,1994,28.7,2.0,1,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,12.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,842.0,1071.0,78.6,21947.0,15321.0,170.0,174.0,97.7,434.0,439.0,98.9,233.0,448.0,52.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,29,29,2587,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,326.0,64.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1164.0,1003.0,1157.0,8.0,0.0,0.0,1164.0,1.0,1.0,100.0,1.0,1.0,469.0,0.0,0,1,2,0,1,0.0,0.0,1,58.0,10.0,0.0,100.0
Andrew Omobamidele,ie IRL,DF,Norwich City,eng Premier League,19,2002,4.2,8.0,6,5.0,3.0,0.0,5.0,11.0,45.5,6.0,8.0,8.0,0.0,5,13.0,13.0,0.0,1,2,1,50.0,0.47,0.24,0.5,1.0,8.3,0.0,0,0,0.4,0.4,0.2,0.6,0.6,3.0,0.71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,235.0,83.8,3559.0,1026.0,75.0,85.0,88.2,100.0,115.0,87.0,18.0,27.0,66.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,5,4,382,1,1,0,0.24,0.0,0.24,0.24,0.24,0.4,0.09,0.0,0.09,0.09,0.09,220.0,15.0,7.0,0.0,1.0,0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,276.0,27.0,137.0,123.0,17.0,2.0,276.0,0.0,0.0,,6.0,0.0,162.0,1.0,0,3,5,0,6,0.0,0.0,0,29.0,5.0,10.0,33.3
Amadou Onana,be BEL,MF,Lille,fr Ligue 1,19,2001,15.1,48.0,31,17.0,27.0,4.0,18.0,25.0,72.0,7.0,10.0,3.0,7.0,30,78.0,19.0,0.0,1,15,6,40.0,0.99,0.4,0.07,0.17,14.5,0.0,0,0,2.5,2.5,0.17,-1.5,-1.5,33.0,2.18,28.0,0.0,2.0,2.0,1.0,0.0,2.0,0.13,0.0,0.0,0.0,1.0,1.0,0.0,516.0,623.0,82.8,8931.0,2204.0,231.0,263.0,87.8,203.0,234.0,86.8,61.0,86.0,70.9,0,1.3,1.7,-1.3,15.0,53.0,7.0,0.0,45.0,32,11,1359,1,2,1,0.07,0.0,0.07,0.07,0.07,3.8,0.16,0.08,0.25,0.16,0.25,615.0,5.0,4.0,4.0,4.0,1,1.0,0.0,0.0,0.0,0.0,3.0,15.0,798.0,31.0,171.0,508.0,132.0,20.0,798.0,13.0,21.0,61.9,18.0,9.0,508.0,21.0,0,31,25,2,31,0.0,0.0,0,100.0,24.0,21.0,53.3
Jean Onana,cm CMR,MF,Bordeaux,fr Ligue 1,21,2000,20.4,70.0,49,33.0,33.0,4.0,35.0,86.0,40.7,51.0,37.0,5.0,32.0,36,106.0,23.0,1.0,3,21,4,19.0,1.03,0.2,0.14,0.75,23.4,0.0,0,0,1.5,1.5,0.07,1.5,1.5,38.0,1.87,32.0,0.0,2.0,2.0,2.0,0.0,4.0,0.2,3.0,0.0,1.0,0.0,0.0,0.0,863.0,1079.0,80.0,15507.0,3895.0,397.0,456.0,87.1,309.0,369.0,83.7,120.0,182.0,65.9,2,1.8,1.3,0.2,15.0,88.0,13.0,1.0,70.0,23,23,1832,3,3,1,0.15,0.1,0.25,0.15,0.25,3.2,0.07,0.09,0.16,0.07,0.16,1046.0,25.0,20.0,8.0,16.0,18,5.0,0.0,0.0,0.0,0.0,8.0,12.0,1346.0,41.0,325.0,842.0,194.0,14.0,1346.0,17.0,23.0,73.9,45.0,21.0,873.0,37.0,0,38,37,1,49,0.0,0.0,0,174.0,46.0,29.0,61.3
Karim Onisiwo,at AUT,FW,Mainz 05,de Bundesliga,29,1992,26.2,18.0,10,4.0,6.0,8.0,7.0,22.0,31.8,15.0,27.0,2.0,25.0,7,25.0,8.0,0.0,5,65,19,29.2,2.48,0.72,0.08,0.26,13.6,0.0,0,0,10.0,10.0,0.15,-5.0,-5.0,92.0,3.51,63.0,1.0,14.0,5.0,9.0,0.0,12.0,0.46,10.0,0.0,1.0,1.0,0.0,0.0,333.0,567.0,58.7,4743.0,1305.0,189.0,272.0,69.5,98.0,152.0,64.5,22.0,44.0,50.0,8,7.2,4.7,0.8,40.0,24.0,26.0,7.0,42.0,31,28,2361,5,0,0,0.19,0.3,0.5,0.19,0.5,17.3,0.38,0.28,0.66,0.38,0.66,523.0,41.0,0.0,1.0,0.0,50,3.0,0.0,0.0,0.0,0.0,3.0,33.0,979.0,11.0,58.0,378.0,562.0,168.0,979.0,49.0,121.0,40.5,127.0,45.0,706.0,205.0,0,44,32,27,10,0.0,0.0,0,82.0,58.0,88.0,39.7
Javier Ontiveros,es ESP,"FW,MF",Osasuna,es La Liga,23,1997,0.4,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0,2,1,50.0,4.62,2.31,0.0,0.0,22.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,1.0,2.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,75.0,288.0,81.0,18.0,21.0,85.7,3.0,6.0,50.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3,0,39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.22,0.0,0.22,0.22,0.22,31.0,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,3.0,21.0,14.0,2.0,37.0,1.0,1.0,100.0,0.0,1.0,29.0,2.0,0,1,1,0,0,0.0,0.0,0,2.0,1.0,0.0,100.0
Tyler Onyango,eng ENG,MF,Everton,eng Premier League,18,2003,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,1,0,0.0,3.21,0.0,0.0,,12.1,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,17.0,5.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.17,0.17,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,4.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,2.0,33.3
Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,23,1998,11.6,25.0,17,13.0,9.0,3.0,8.0,27.0,29.6,19.0,16.0,2.0,14.0,14,39.0,13.0,0.0,0,16,5,31.3,1.38,0.43,0.0,0.0,18.0,0.0,0,0,1.2,1.2,0.08,-1.2,-1.2,17.0,1.46,11.0,0.0,0.0,2.0,4.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,259.0,332.0,78.0,4083.0,990.0,135.0,159.0,84.9,94.0,115.0,81.7,18.0,30.0,60.0,0,0.3,0.4,-0.3,4.0,23.0,7.0,1.0,22.0,20,12,1045,0,4,0,0.0,0.0,0.0,0.0,0.0,1.5,0.11,0.02,0.13,0.11,0.13,324.0,8.0,1.0,0.0,1.0,12,7.0,0.0,0.0,0.0,0.0,0.0,8.0,463.0,22.0,117.0,244.0,109.0,15.0,463.0,11.0,17.0,64.7,22.0,14.0,267.0,18.0,0,33,25,0,17,1.0,0.0,0,69.0,15.0,21.0,41.7
Willi Orban,hu HUN,DF,RB Leipzig,de Bundesliga,28,1992,29.4,32.0,22,20.0,11.0,1.0,13.0,25.0,52.0,12.0,40.0,24.0,16.0,44,76.0,123.0,2.0,2,21,8,38.1,0.72,0.27,0.1,0.25,12.0,0.0,0,0,3.3,3.3,0.17,-1.3,-1.3,18.0,0.61,15.0,0.0,0.0,2.0,1.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,1820.0,2045.0,89.0,32747.0,11967.0,656.0,714.0,91.9,1033.0,1109.0,93.1,106.0,170.0,62.4,1,1.2,1.7,-0.2,6.0,99.0,5.0,1.0,82.0,30,30,2642,2,1,0,0.07,0.03,0.1,0.07,0.1,4.5,0.11,0.04,0.15,0.11,0.15,1984.0,57.0,49.0,1.0,1.0,3,3.0,0.0,0.0,0.0,0.0,4.0,13.0,2369.0,237.0,1138.0,1162.0,75.0,41.0,2369.0,4.0,6.0,66.7,14.0,2.0,1633.0,7.0,0,12,29,3,22,0.0,0.0,0,163.0,100.0,63.0,61.3
Divock Origi,be BEL,FW,Liverpool,eng Premier League,26,1995,1.5,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1,1.0,2.0,0.0,3,10,5,50.0,6.77,3.38,0.3,0.6,14.9,0.0,0,0,1.4,1.4,0.14,1.6,1.6,3.0,2.03,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.35,1.0,0.0,0.0,1.0,0.0,0.0,28.0,37.0,75.7,297.0,47.0,18.0,23.0,78.3,3.0,5.0,60.0,1.0,1.0,100.0,0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,2.0,7,0,133,3,0,0,2.03,0.0,2.03,2.03,2.03,1.4,0.93,0.0,0.93,0.93,0.93,37.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,6.0,14.0,45.0,15.0,65.0,1.0,3.0,33.3,8.0,3.0,48.0,12.0,0,2,1,0,0,0.0,0.0,0,7.0,2.0,4.0,33.3
